customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,total_orders,total_revenue,avg_order_value,lifespan_months,recency_days,expected_future_months,avg_monthly_revenue,estimated_clv
276,143,1,2570.5,2,4,4,10,"At Risk – Re-engage",1,2570.5,2570.5,1,532,3,2570.5,7711.5
75,147,1,1674.04,2,4,4,10,"At Risk – Re-engage",1,1674.04,1674.04,1,536,3,1674.04,5022.12
271,148,5,88917.16,2,1,1,4,"Low Engagement",5,88917.16,17783.43,3,537,3,29639.05,88917.16
114,148,5,36813.89,2,1,2,5,"Low Engagement",5,36813.89,7362.78,5,537,3,7362.78,22088.33
225,150,1,2441.44,2,4,4,10,"At Risk – Re-engage",1,2441.44,2441.44,1,539,3,2441.44,7324.32
256,151,4,93786.87,2,1,1,4,"Low Engagement",4,93786.87,23446.72,2,540,6,46893.43,281360.61
279,151,3,44687.91,2,2,2,6,"Low Engagement",3,44687.91,14895.97,8,540,6,5585.99,33515.93
45,152,1,4654.37,2,4,4,10,"At Risk – Re-engage",1,4654.37,4654.37,1,541,3,4654.37,13963.11
197,153,2,48604.98,2,2,1,5,"Low Engagement",2,48604.98,24302.49,5,542,6,9721.0,58325.98
290,156,4,49217.69,2,1,1,4,"Low Engagement",4,49217.69,12304.42,7,545,6,7031.1,42186.59
167,158,2,7602.24,2,3,3,8,"At Risk – Re-engage",2,7602.24,3801.12,1,547,6,7602.24,45613.44
84,159,2,16129.74,2,2,2,6,"Low Engagement",2,16129.74,8064.87,1,548,6,16129.74,96778.44
72,164,2,4782.61,2,3,4,9,"At Risk – Re-engage",2,4782.61,2391.31,11,553,6,434.78,2608.7
204,166,2,30651.82,2,2,2,6,"Low Engagement",2,30651.82,15325.91,6,555,6,5108.64,30651.82
208,169,1,16030.62,2,3,2,7,"Growth Potential – Upsell",1,16030.62,16030.62,1,558,3,16030.62,48091.86
139,170,2,8714.53,2,3,3,8,"At Risk – Re-engage",2,8714.53,4357.26,6,559,6,1452.42,8714.53
177,171,1,2303.07,2,4,4,10,"At Risk – Re-engage",1,2303.07,2303.07,1,560,3,2303.07,6909.21
37,173,12,182183.49,2,1,1,4,"Low Engagement",12,182183.49,15181.96,10,562,3,18218.35,54655.05
13,173,1,24833.17,2,3,2,7,"Growth Potential – Upsell",1,24833.17,24833.17,1,562,3,24833.17,74499.51
144,175,5,68744.74,2,1,1,4,"Low Engagement",5,68744.74,13748.95,8,564,3,8593.09,25779.28
196,178,2,4547.51,2,3,4,9,"At Risk – Re-engage",2,4547.51,2273.76,1,567,6,4547.51,27285.06
50,181,1,8260.85,2,3,3,8,"At Risk – Re-engage",1,8260.85,8260.85,1,570,3,8260.85,24782.55
210,181,1,2697.81,2,4,4,10,"At Risk – Re-engage",1,2697.81,2697.81,1,570,3,2697.81,8093.43
11,185,3,68054.34,2,1,1,4,"Low Engagement",3,68054.34,22684.78,8,574,6,8506.79,51040.75
162,188,3,57962.63,2,1,1,4,"Low Engagement",3,57962.63,19320.88,2,577,6,28981.31,173887.89
175,190,1,9188.55,2,3,3,8,"At Risk – Re-engage",1,9188.55,9188.55,1,579,3,9188.55,27565.65
92,192,1,2538.27,2,4,4,10,"At Risk – Re-engage",1,2538.27,2538.27,1,581,3,2538.27,7614.81
297,194,5,71241.68,2,1,1,4,"Low Engagement",5,71241.68,14248.34,4,583,3,17810.42,53431.26
39,199,1,3202.41,2,4,4,10,"At Risk – Re-engage",1,3202.41,3202.41,1,588,3,3202.41,9607.23
103,199,1,2861.85,2,4,4,10,"At Risk – Re-engage",1,2861.85,2861.85,1,588,3,2861.85,8585.55
294,200,1,1938.5,2,4,4,10,"At Risk – Re-engage",1,1938.5,1938.5,1,589,3,1938.5,5815.5
64,203,12,128854.52,2,1,1,4,"Low Engagement",12,128854.52,10737.88,12,592,3,10737.88,32213.63
7,203,3,33247.99,2,2,2,6,"Low Engagement",3,33247.99,11082.66,5,592,6,6649.6,39897.59
152,203,1,33264.12,2,3,2,7,"Growth Potential – Upsell",1,33264.12,33264.12,1,592,3,33264.12,99792.36
235,203,1,27905.8,2,3,2,7,"Growth Potential – Upsell",1,27905.8,27905.8,1,592,3,27905.8,83717.4
15,204,8,56735.95,2,1,1,4,"Low Engagement",8,56735.95,7091.99,8,593,3,7091.99,21275.98
195,204,3,45699.51,2,2,1,5,"Low Engagement",3,45699.51,15233.17,6,593,6,7616.59,45699.51
53,206,3,13854.96,2,2,2,6,"Low Engagement",3,13854.96,4618.32,3,595,6,4618.32,27709.92
57,206,2,6629.77,2,3,3,8,"At Risk – Re-engage",2,6629.77,3314.89,2,595,6,3314.89,19889.31
119,211,1,2299.44,2,4,4,10,"At Risk – Re-engage",1,2299.44,2299.44,1,600,3,2299.44,6898.32
80,214,1,800.0,2,4,4,10,"At Risk – Re-engage",1,800.0,800.0,1,603,3,800.0,2400.0
71,215,1,3566.71,2,4,4,10,"At Risk – Re-engage",1,3566.71,3566.71,1,604,3,3566.71,10700.13
213,217,3,16407.75,2,2,2,6,"Low Engagement",3,16407.75,5469.25,6,606,6,2734.63,16407.75
142,217,1,1751.28,2,4,4,10,"At Risk – Re-engage",1,1751.28,1751.28,1,606,3,1751.28,5253.84
82,218,2,12566.03,2,2,3,7,"At Risk – Re-engage",2,12566.03,6283.01,2,607,6,6283.02,37698.09
153,219,4,42718.24,3,1,2,6,"Growth Potential – Upsell",4,42718.24,10679.56,4,608,6,10679.56,64077.36
248,220,1,9169.08,3,3,3,9,"High Value – Retain",1,9169.08,9169.08,1,609,3,9169.08,27507.24
117,221,2,8023.76,3,3,3,9,"High Value – Retain",2,8023.76,4011.88,3,610,6,2674.59,16047.52
259,227,1,1583.5,3,4,4,11,"High Value – Retain",1,1583.5,1583.5,1,616,3,1583.5,4750.5
181,229,1,7373.36,3,3,3,9,"High Value – Retain",1,7373.36,7373.36,1,618,3,7373.36,22120.08
231,230,1,21808.94,3,3,2,8,"Loyal Customers",1,21808.94,21808.94,1,619,3,21808.94,65426.82
99,231,1,861.16,3,4,4,11,"High Value – Retain",1,861.16,861.16,1,620,3,861.16,2583.48
5,233,1,4523.88,3,4,4,11,"High Value – Retain",1,4523.88,4523.88,1,622,3,4523.88,13571.64
183,234,1,10248.98,3,3,3,9,"High Value – Retain",1,10248.98,10248.98,1,623,3,10248.98,30746.94
31,237,1,2945.79,3,4,4,11,"High Value – Retain",1,2945.79,2945.79,1,626,3,2945.79,8837.37
121,239,5,69612.47,3,1,1,5,"Growth Potential – Upsell",5,69612.47,13922.49,7,628,3,9944.64,29833.92
8,239,1,3849.24,3,4,4,11,"High Value – Retain",1,3849.24,3849.24,1,628,3,3849.24,11547.72
215,242,1,2839.67,3,4,4,11,"High Value – Retain",1,2839.67,2839.67,1,631,3,2839.67,8519.01
79,246,8,36602.57,3,1,2,6,"Growth Potential – Upsell",8,36602.57,4575.32,6,635,3,6100.43,18301.28
237,247,2,69844.69,3,2,1,6,"Growth Potential – Upsell",2,69844.69,34922.35,1,636,6,69844.69,419068.14
41,248,2,29797.03,3,2,2,7,"Growth Potential – Upsell",2,29797.03,14898.51,6,637,6,4966.17,29797.03
299,248,1,3206.14,3,4,4,11,"High Value – Retain",1,3206.14,3206.14,1,637,3,3206.14,9618.42
73,251,3,24791.78,3,2,2,7,"Growth Potential – Upsell",3,24791.78,8263.93,3,640,6,8263.93,49583.56
56,252,3,45393.78,3,2,1,6,"Growth Potential – Upsell",3,45393.78,15131.26,6,641,6,7565.63,45393.78
240,252,1,33354.91,3,3,2,8,"Loyal Customers",1,33354.91,33354.91,1,641,3,33354.91,100064.73
98,255,4,50029.39,3,1,1,5,"Growth Potential – Upsell",4,50029.39,12507.35,4,644,6,12507.35,75044.08
49,255,1,4304.66,3,4,4,11,"High Value – Retain",1,4304.66,4304.66,1,644,3,4304.66,12913.98
141,256,2,10046.62,3,2,3,8,"Growth Potential – Upsell",2,10046.62,5023.31,5,645,6,2009.32,12055.94
226,256,1,8597.4,3,3,3,9,"High Value – Retain",1,8597.4,8597.4,1,645,3,8597.4,25792.2
27,258,5,101557.89,3,1,1,5,"Growth Potential – Upsell",5,101557.89,20311.58,10,647,3,10155.79,30467.37
192,260,1,1525.87,3,4,4,11,"High Value – Retain",1,1525.87,1525.87,1,649,3,1525.87,4577.61
216,263,5,80105.26,3,1,1,5,"Growth Potential – Upsell",5,80105.26,16021.05,4,652,3,20026.31,60078.94
287,263,1,7694.24,3,3,3,9,"High Value – Retain",1,7694.24,7694.24,1,652,3,7694.24,23082.72
211,265,3,36023.64,3,2,2,7,"Growth Potential – Upsell",3,36023.64,12007.88,10,654,6,3602.36,21614.18
156,265,1,2944.79,3,4,4,11,"High Value – Retain",1,2944.79,2944.79,1,654,3,2944.79,8834.37
223,269,1,19876.86,3,3,2,8,"Loyal Customers",1,19876.86,19876.86,1,658,3,19876.86,59630.58
108,273,5,45738.33,3,1,1,5,"Growth Potential – Upsell",5,45738.33,9147.67,11,662,3,4158.03,12474.09
52,273,1,3618.95,3,4,4,11,"High Value – Retain",1,3618.95,3618.95,1,662,3,3618.95,10856.85
239,278,4,68117.51,3,1,1,5,"Growth Potential – Upsell",4,68117.51,17029.38,4,667,6,17029.38,102176.26
224,278,2,5948.55,3,3,3,9,"High Value – Retain",2,5948.55,2974.28,1,667,6,5948.55,35691.3
3,279,1,5827.86,3,4,3,10,"High Value – Retain",1,5827.86,5827.86,1,668,3,5827.86,17483.58
100,281,5,70906.86,3,1,1,5,"Growth Potential – Upsell",5,70906.86,14181.37,10,670,3,7090.69,21272.06
77,283,1,5887.24,3,4,3,10,"High Value – Retain",1,5887.24,5887.24,1,672,3,5887.24,17661.72
272,286,2,7593.92,3,3,3,9,"High Value – Retain",2,7593.92,3796.96,2,675,6,3796.96,22781.76
25,288,2,12698.76,3,2,3,8,"Growth Potential – Upsell",2,12698.76,6349.38,7,677,6,1814.11,10884.65
280,290,5,40195.04,3,1,2,6,"Growth Potential – Upsell",5,40195.04,8039.01,7,679,3,5742.15,17226.45
30,290,2,7168.61,3,3,3,9,"High Value – Retain",2,7168.61,3584.31,4,679,6,1792.15,10752.91
187,292,1,5676.81,3,4,3,10,"High Value – Retain",1,5676.81,5676.81,1,681,3,5676.81,17030.43
285,293,1,8856.57,3,3,3,9,"High Value – Retain",1,8856.57,8856.57,1,682,3,8856.57,26569.71
120,296,4,58182.21,3,1,1,5,"Growth Potential – Upsell",4,58182.21,14545.55,3,685,6,19394.07,116364.42
20,296,3,55387.04,3,2,1,6,"Growth Potential – Upsell",3,55387.04,18462.35,8,685,6,6923.38,41540.28
284,303,8,89510.56,3,1,1,5,"Growth Potential – Upsell",8,89510.56,11188.82,8,692,3,11188.82,33566.46
174,305,1,38930.78,3,3,2,8,"Loyal Customers",1,38930.78,38930.78,1,694,3,38930.78,116792.34
202,307,3,39551.44,3,2,2,7,"Growth Potential – Upsell",3,39551.44,13183.81,4,696,6,9887.86,59327.16
78,308,3,17846.46,3,2,2,7,"Growth Potential – Upsell",3,17846.46,5948.82,6,697,6,2974.41,17846.46
122,310,1,10469.66,3,3,3,9,"High Value – Retain",1,10469.66,10469.66,1,699,3,10469.66,31408.98
252,310,1,7618.7,3,3,3,9,"High Value – Retain",1,7618.7,7618.7,1,699,3,7618.7,22856.1
48,315,1,2969.8,3,4,4,11,"High Value – Retain",1,2969.8,2969.8,1,704,3,2969.8,8909.4
158,317,2,10472.98,3,2,3,8,"Growth Potential – Upsell",2,10472.98,5236.49,3,706,6,3490.99,20945.96
106,324,2,8418.8,3,3,3,9,"High Value – Retain",2,8418.8,4209.4,6,713,6,1403.13,8418.8
298,326,2,35833.91,3,2,2,7,"Growth Potential – Upsell",2,35833.91,17916.95,3,715,6,11944.64,71667.82
60,328,5,23417.15,3,1,2,6,"Growth Potential – Upsell",5,23417.15,4683.43,8,717,3,2927.14,8781.43
291,332,3,9250.19,3,2,3,8,"Growth Potential – Upsell",3,9250.19,3083.4,5,721,6,1850.04,11100.23
221,336,3,28485.73,3,2,2,7,"Growth Potential – Upsell",3,28485.73,9495.24,7,725,6,4069.39,24416.34
24,336,2,13435.0,3,2,3,8,"Growth Potential – Upsell",2,13435.0,6717.5,7,725,6,1919.29,11515.71
155,337,4,24062.49,3,1,2,6,"Growth Potential – Upsell",4,24062.49,6015.62,7,726,6,3437.5,20624.99
9,337,1,32043.27,3,3,2,8,"Loyal Customers",1,32043.27,32043.27,1,726,3,32043.27,96129.81
4,338,3,75845.94,3,1,1,5,"Growth Potential – Upsell",3,75845.94,25281.98,9,727,6,8427.33,50563.96
288,339,4,9520.96,3,1,3,7,"Growth Potential – Upsell",4,9520.96,2380.24,7,728,6,1360.14,8160.82
69,339,2,27629.04,3,2,2,7,"Growth Potential – Upsell",2,27629.04,13814.52,1,728,6,27629.04,165774.24
151,339,1,2390.66,3,4,4,11,"High Value – Retain",1,2390.66,2390.66,1,728,3,2390.66,7171.98
14,345,5,56855.66,3,1,1,5,"Growth Potential – Upsell",5,56855.66,11371.13,10,734,3,5685.57,17056.7
268,345,4,74730.33,3,1,1,5,"Growth Potential – Upsell",4,74730.33,18682.58,6,734,6,12455.06,74730.33
42,345,1,3990.22,3,4,4,11,"High Value – Retain",1,3990.22,3990.22,1,734,3,3990.22,11970.66
113,350,5,62344.55,3,1,1,5,"Growth Potential – Upsell",5,62344.55,12468.91,5,739,3,12468.91,37406.73
263,350,1,36029.86,3,3,2,8,"Loyal Customers",1,36029.86,36029.86,1,739,3,36029.86,108089.58
149,353,1,3391.87,4,4,4,12,"High Value – Retain",1,3391.87,3391.87,1,742,3,3391.87,10175.61
267,354,4,17505.23,4,1,2,7,"Growth Potential – Upsell",4,17505.23,4376.31,8,743,6,2188.15,13128.92
135,356,2,5455.14,4,3,4,11,"High Value – Retain",2,5455.14,2727.57,9,745,6,606.13,3636.76
168,358,5,26219.87,4,1,2,7,"Growth Potential – Upsell",5,26219.87,5243.97,9,747,3,2913.32,8739.96
129,359,1,24455.82,4,3,2,9,"Loyal Customers",1,24455.82,24455.82,1,748,3,24455.82,73367.46
18,362,12,53842.86,4,1,1,6,"Growth Potential – Upsell",12,53842.86,4486.9,10,751,3,5384.29,16152.86
146,364,1,11691.42,4,3,3,10,"High Value – Retain",1,11691.42,11691.42,1,753,3,11691.42,35074.26
2,365,1,2989.18,4,4,4,12,"High Value – Retain",1,2989.18,2989.18,1,754,3,2989.18,8967.54
54,369,2,6242.95,4,3,3,10,"High Value – Retain",2,6242.95,3121.48,1,758,6,6242.95,37457.7
17,369,1,2461.19,4,4,4,12,"High Value – Retain",1,2461.19,2461.19,1,758,3,2461.19,7383.57
154,371,2,39829.65,4,2,2,8,"Growth Potential – Upsell",2,39829.65,19914.83,2,760,6,19914.83,119488.95
51,372,3,16589.21,4,2,2,8,"Growth Potential – Upsell",3,16589.21,5529.74,9,761,6,1843.25,11059.47
184,374,3,60218.43,4,1,1,6,"Growth Potential – Upsell",3,60218.43,20072.81,6,763,6,10036.41,60218.43
137,375,4,42133.93,4,1,2,7,"Growth Potential – Upsell",4,42133.93,10533.48,5,764,6,8426.79,50560.72
29,377,4,13566.1,4,1,2,7,"Growth Potential – Upsell",4,13566.1,3391.53,8,766,6,1695.76,10174.58
172,377,2,12725.4,4,2,3,9,"Growth Potential – Upsell",2,12725.4,6362.7,9,766,6,1413.93,8483.6
157,377,1,26162.59,4,3,2,9,"Loyal Customers",1,26162.59,26162.59,1,766,3,26162.59,78487.77
160,385,1,3504.72,4,4,4,12,"High Value – Retain",1,3504.72,3504.72,1,774,3,3504.72,10514.16
245,391,1,3224.71,4,4,4,12,"High Value – Retain",1,3224.71,3224.71,1,780,3,3224.71,9674.13
123,392,1,18757.59,4,3,2,9,"Loyal Customers",1,18757.59,18757.59,1,781,3,18757.59,56272.77
40,400,1,2688.71,4,4,4,12,"High Value – Retain",1,2688.71,2688.71,1,789,3,2688.71,8066.13
76,405,1,48397.95,4,3,1,8,"Loyal Customers",1,48397.95,48397.95,1,794,3,48397.95,145193.85
251,405,1,26246.74,4,3,2,9,"Loyal Customers",1,26246.74,26246.74,1,794,3,26246.74,78740.22
274,406,1,5524.74,4,4,4,12,"High Value – Retain",1,5524.74,5524.74,1,795,3,5524.74,16574.22
127,412,2,45859.71,4,2,1,7,"Growth Potential – Upsell",2,45859.71,22929.86,3,801,6,15286.57,91719.42
265,413,8,126898.01,4,1,1,6,"Growth Potential – Upsell",8,126898.01,15862.25,8,802,3,15862.25,47586.75
