transaction_id,customer_id,transaction_date,signup_date,product_category,order_value
78,30,2023-11-01,2023-06-19,Sports,4836.0
79,30,2024-03-15,2023-06-19,Beauty,2332.61
80,31,2024-05-07,2023-08-05,Clothing,2945.79
81,32,2024-06-07,2023-11-16,Home,4697.47
82,32,2024-10-24,2023-11-16,Beauty,1890.6
83,34,2023-09-07,2023-05-04,Clothing,2629.04
84,35,2023-03-17,2023-03-07,Sports,6019.54
85,35,2023-08-27,2023-03-07,Sports,3953.98
86,36,2023-08-27,2023-08-24,Electronics,46167.64
87,36,2023-09-23,2023-08-24,Electronics,17370.65
88,36,2023-09-29,2023-08-24,Home,7938.13
89,36,2023-12-14,2023-08-24,Electronics,34522.0
90,36,2023-12-19,2023-08-24,Sports,9176.97
91,36,2024-06-20,2023-08-24,Clothing,2605.73
92,36,2024-07-12,2023-08-24,Home,8703.61
93,36,2024-08-20,2023-08-24,Beauty,2128.59
94,37,2023-09-25,2023-08-08,Beauty,1429.32
95,37,2023-09-26,2023-08-08,Home,9790.36
96,37,2023-10-14,2023-08-08,Beauty,1440.96
97,37,2023-11-13,2023-08-08,Beauty,1671.88
98,37,2023-12-10,2023-08-08,Beauty,2626.77
99,37,2024-03-03,2023-08-08,Electronics,27050.83
100,37,2024-04-06,2023-08-08,Electronics,45994.8
101,37,2024-04-06,2023-08-08,Electronics,46178.45
102,37,2024-05-10,2023-08-08,Beauty,3008.6
103,37,2024-05-26,2023-08-08,Home,5945.17
104,37,2024-05-29,2023-08-08,Electronics,34666.42
105,37,2024-07-10,2023-08-08,Clothing,2379.93
106,38,2023-10-21,2023-07-16,Sports,6815.52
107,39,2024-06-14,2024-04-04,Beauty,3202.41
108,40,2023-11-26,2023-07-07,Beauty,2688.71
109,41,2023-10-21,2023-09-13,Sports,6395.27
110,41,2024-04-26,2023-09-13,Electronics,23401.76
111,42,2024-01-20,2023-02-21,Sports,3990.22
112,43,2023-03-04,2023-01-16,Electronics,47432.76
113,43,2023-04-11,2023-01-16,Clothing,2458.8
114,43,2023-05-05,2023-01-16,Beauty,1603.93
115,43,2023-05-17,2023-01-16,Electronics,30908.21
116,43,2023-08-09,2023-01-16,Beauty,2492.94
117,43,2023-08-12,2023-01-16,Home,10435.67
118,43,2023-09-19,2023-01-16,Beauty,2474.64
119,43,2023-09-21,2023-01-16,Home,11182.4
120,45,2024-07-31,2024-05-13,Clothing,4654.37
121,46,2023-11-29,2023-10-31,Home,8606.39
122,46,2023-12-01,2023-10-31,Electronics,40775.8
123,46,2024-02-19,2023-10-31,Electronics,23279.76
124,46,2024-08-03,2023-10-31,Sports,3375.3
125,46,2024-08-22,2023-10-31,Beauty,2471.86
126,47,2024-06-27,2024-05-29,Clothing,2972.74
127,47,2024-07-09,2024-05-29,Electronics,39352.89
128,47,2024-08-17,2024-05-29,Sports,7266.18
129,48,2024-02-19,2023-03-11,Clothing,2969.8
130,49,2024-04-19,2024-02-18,Sports,4304.66
131,50,2024-07-02,2023-09-10,Sports,8260.85
132,51,2023-03-23,2023-02-10,Sports,6126.54
133,51,2023-09-12,2023-02-10,Sports,6526.23
134,51,2023-12-24,2023-02-10,Sports,3936.44
135,52,2024-04-01,2023-11-20,Clothing,3618.95
136,53,2024-03-19,2023-11-18,Clothing,2134.49
137,53,2024-04-01,2023-11-18,Home,8990.47
138,53,2024-06-07,2023-11-18,Beauty,2730.0
139,54,2023-11-24,2023-11-20,Beauty,1998.68
140,54,2023-12-27,2023-11-20,Sports,4244.27
141,55,2023-05-20,2023-04-13,Sports,6747.3
142,56,2023-10-13,2023-08-07,Home,7440.95
143,56,2023-12-20,2023-08-07,Electronics,34112.68
144,56,2024-04-22,2023-08-07,Clothing,3840.15
145,57,2024-04-03,2024-01-14,Beauty,1282.72
146,57,2024-06-07,2024-01-14,Sports,5347.05
147,58,2024-08-02,2023-11-06,Electronics,24718.93
148,58,2024-09-14,2023-11-06,Sports,6139.79
149,58,2024-10-05,2023-11-06,Home,7478.59
150,59,2023-06-24,2023-04-17,Home,9666.0
151,60,2023-06-22,2023-04-29,Sports,6125.63
152,60,2023-07-17,2023-04-29,Clothing,2695.38
153,60,2023-09-15,2023-04-29,Home,6024.15
154,60,2023-09-20,2023-04-29,Clothing,1613.86
155,60,2024-02-06,2023-04-29,Home,6958.13
156,62,2023-10-11,2023-09-15,Beauty,2678.11
157,62,2023-11-01,2023-09-15,Home,8404.09
158,63,2023-02-16,2023-02-15,Clothing,3038.99
159,63,2023-08-04,2023-02-15,Home,8538.89
160,64,2023-06-19,2023-06-15,Home,6112.48
161,64,2023-07-03,2023-06-15,Sports,5489.25
162,64,2023-07-23,2023-06-15,Sports,3647.45
163,64,2023-08-11,2023-06-15,Clothing,3018.34
164,64,2023-08-30,2023-06-15,Beauty,2495.82
165,64,2024-01-19,2023-06-15,Clothing,3562.29
166,64,2024-01-27,2023-06-15,Electronics,43132.95
167,64,2024-03-20,2023-06-15,Home,4785.44
168,64,2024-03-23,2023-06-15,Home,5811.74
169,64,2024-03-28,2023-06-15,Electronics,38463.64
170,64,2024-06-02,2023-06-15,Home,9198.83
171,64,2024-06-10,2023-06-15,Clothing,3136.29
172,65,2023-11-04,2023-09-13,Beauty,4000.0
173,65,2024-03-12,2023-09-13,Sports,7440.68
174,65,2024-06-25,2023-09-13,Clothing,3491.15
175,65,2024-08-19,2023-09-13,Clothing,2924.22
176,66,2023-09-14,2023-06-16,Beauty,2258.64
177,67,2023-04-27,2023-01-26,Home,8385.05
178,69,2023-12-02,2023-09-12,Electronics,26581.95
179,69,2024-01-26,2023-09-12,Beauty,1047.09
180,70,2023-06-02,2023-02-09,Clothing,3017.98
181,70,2023-10-07,2023-02-09,Beauty,1858.98
182,71,2024-05-29,2023-12-25,Clothing,3566.71
183,72,2023-08-29,2023-08-17,Clothing,2213.52
184,72,2024-07-19,2023-08-17,Beauty,2569.09
185,73,2024-01-07,2023-12-03,Home,13574.42
186,73,2024-04-23,2023-12-03,Sports,8226.57
187,73,2024-04-23,2023-12-03,Beauty,2990.79
188,74,2024-07-17,2024-07-03,Electronics,41182.64
189,74,2024-07-22,2024-07-03,Sports,2294.78
190,74,2024-08-31,2024-07-03,Beauty,2264.98
191,74,2024-10-02,2024-07-03,Home,6455.83
192,74,2024-11-13,2024-07-03,Home,9989.01
193,74,2024-11-15,2024-07-03,Beauty,1661.28
194,74,2024-12-19,2024-07-03,Sports,5224.07
195,75,2024-08-05,2024-06-07,Beauty,1674.04
196,76,2023-11-21,2023-07-14,Electronics,48397.95
197,77,2024-03-22,2024-03-22,Sports,5887.24
198,78,2023-08-25,2023-07-21,Home,4238.14
199,78,2024-01-23,2023-07-21,Sports,3466.64
200,78,2024-02-26,2023-07-21,Home,10141.68
201,79,2023-10-08,2023-05-08,Home,8880.36
202,79,2023-10-13,2023-05-08,Sports,7932.07
203,79,2023-10-22,2023-05-08,Clothing,1754.88
204,79,2023-11-30,2023-05-08,Clothing,4132.79
205,79,2023-12-03,2023-05-08,Beauty,1699.38
206,79,2024-01-22,2023-05-08,Beauty,1360.72
207,79,2024-04-13,2023-05-08,Clothing,2571.96
208,79,2024-04-28,2023-05-08,Sports,8270.41
209,80,2024-05-30,2023-11-05,Sports,800.0
210,81,2023-06-05,2023-01-01,Home,5609.76
211,82,2024-03-11,2023-08-04,Sports,7903.03
212,82,2024-05-26,2023-08-04,Home,4663.0
213,83,2024-12-03,2024-04-21,Clothing,2653.69
214,83,2024-12-03,2024-04-21,Sports,4685.98
215,84,2024-06-11,2024-04-29,Home,10714.05
216,84,2024-07-24,2024-04-29,Sports,5415.69
217,85,2024-01-26,2023-12-10,Home,7527.6
218,85,2024-04-08,2023-12-10,Clothing,2795.67
219,85,2024-11-18,2023-12-10,Clothing,3235.37
220,86,2023-06-12,2023-05-31,Clothing,2844.57
221,86,2023-06-23,2023-05-31,Beauty,3128.04
222,87,2023-10-14,2023-03-16,Sports,3502.02
223,87,2023-11-04,2023-03-16,Clothing,3265.14
224,88,2024-10-08,2024-01-29,Beauty,2193.77
225,89,2023-09-09,2023-09-07,Sports,4654.14
226,89,2023-10-31,2023-09-07,Beauty,2278.02
227,89,2023-11-21,2023-09-07,Electronics,41669.92
228,89,2023-12-06,2023-09-07,Sports,4687.72
229,89,2023-12-28,2023-09-07,Clothing,2283.32
230,89,2024-04-11,2023-09-07,Electronics,30919.1
231,89,2024-08-07,2023-09-07,Beauty,2737.07
232,89,2024-08-24,2023-09-07,Clothing,3839.41
233,90,2024-09-29,2024-04-20,Beauty,2651.26
234,92,2024-06-21,2024-04-01,Beauty,2538.27
235,93,2024-08-09,2024-04-05,Sports,2658.9
236,93,2024-08-15,2024-04-05,Beauty,1397.32
237,93,2024-08-24,2024-04-05,Clothing,2248.1
238,94,2023-11-17,2023-10-09,Sports,7181.64
239,94,2024-02-06,2023-10-09,Electronics,32113.43
240,94,2024-02-25,2023-10-09,Clothing,3574.08
241,94,2024-03-03,2023-10-09,Clothing,3369.06
242,94,2024-03-20,2023-10-09,Clothing,3360.13
243,94,2024-03-28,2023-10-09,Beauty,2955.05
244,94,2024-05-21,2023-10-09,Clothing,2765.75
245,94,2024-10-08,2023-10-09,Clothing,3261.46
246,95,2023-10-05,2023-03-07,Beauty,1958.67
247,96,2024-09-07,2023-12-05,Beauty,2349.9
248,97,2024-03-11,2024-03-01,Beauty,2069.75
249,97,2024-04-01,2024-03-01,Beauty,3329.26
250,97,2024-06-14,2024-03-01,Electronics,43231.97
251,97,2024-09-16,2024-03-01,Home,3818.56
252,97,2024-10-02,2024-03-01,Home,6957.53
253,97,2024-12-20,2024-03-01,Beauty,2893.04
254,97,2024-12-25,2024-03-01,Beauty,1412.06
255,98,2023-12-04,2023-08-14,Beauty,2534.87
256,98,2023-12-31,2023-08-14,Electronics,39445.66
257,98,2024-03-24,2023-08-14,Beauty,2142.45
258,98,2024-04-19,2023-08-14,Home,5906.41
259,99,2024-05-13,2024-02-19,Beauty,861.16
260,100,2023-05-24,2023-05-11,Sports,8114.66
261,100,2023-11-28,2023-05-11,Electronics,26845.69
262,100,2024-02-08,2023-05-11,Electronics,31214.66
263,100,2024-03-09,2023-05-11,Beauty,2404.64
264,100,2024-03-24,2023-05-11,Clothing,2327.21
265,101,2024-05-12,2024-04-17,Beauty,1882.8
266,101,2024-07-19,2024-04-17,Home,8475.59
267,101,2024-08-28,2024-04-17,Clothing,3169.33
268,102,2024-09-24,2024-04-10,Home,10035.93
269,103,2024-06-14,2024-01-24,Beauty,2861.85
270,104,2023-09-25,2023-09-16,Electronics,29862.69
271,104,2023-10-12,2023-09-16,Electronics,27773.48
272,104,2023-10-27,2023-09-16,Electronics,32150.12
273,104,2024-01-08,2023-09-16,Clothing,2983.18
274,104,2024-03-13,2023-09-16,Clothing,3856.52
275,104,2024-05-13,2023-09-16,Electronics,41433.05
276,104,2024-06-18,2023-09-16,Sports,5154.76
277,104,2024-08-13,2023-09-16,Clothing,2735.74
278,105,2023-11-05,2023-09-02,Beauty,1531.77
279,106,2023-08-17,2023-04-28,Beauty,2349.01
280,106,2024-02-10,2023-04-28,Home,6069.79
281,107,2024-04-07,2024-01-13,Electronics,38269.95
282,107,2024-11-18,2024-01-13,Clothing,2816.65
283,107,2024-11-18,2024-01-13,Home,4626.91
284,108,2023-05-04,2023-04-21,Beauty,1629.45
285,108,2023-09-27,2023-04-21,Beauty,2288.19
286,108,2024-02-09,2023-04-21,Clothing,2759.44
287,108,2024-02-11,2023-04-21,Electronics,34846.53
288,108,2024-04-01,2023-04-21,Sports,4214.72
289,109,2023-09-27,2023-09-06,Home,13310.11
290,109,2023-10-28,2023-09-06,Sports,6022.88
291,109,2023-11-06,2023-09-06,Beauty,1883.64
292,109,2024-02-07,2023-09-06,Home,12339.92
293,109,2024-06-21,2023-09-06,Electronics,44403.57
294,109,2024-07-09,2023-09-06,Sports,8184.67
295,109,2024-08-21,2023-09-06,Home,7741.16
296,109,2024-08-27,2023-09-06,Electronics,42461.35
297,110,2024-04-29,2024-03-06,Home,6040.65
298,110,2024-10-13,2024-03-06,Beauty,1780.37
299,110,2024-11-11,2024-03-06,Clothing,1157.08
300,111,2024-06-19,2024-03-21,Home,6773.24
301,111,2024-12-13,2024-03-21,Sports,2467.18
302,112,2024-09-24,2024-05-10,Home,8845.78
303,112,2024-12-19,2024-05-10,Clothing,2076.19
304,113,2023-08-01,2023-03-30,Sports,6154.28
305,113,2023-08-19,2023-03-30,Beauty,2607.54
306,113,2023-11-15,2023-03-30,Home,11445.54
307,113,2023-11-22,2023-03-30,Electronics,40068.77
308,113,2024-01-15,2023-03-30,Beauty,2068.42
309,114,2024-03-01,2023-11-29,Home,10752.03
310,114,2024-03-16,2023-11-29,Home,6905.26
311,114,2024-04-09,2023-11-29,Sports,2773.19
312,114,2024-05-28,2023-11-29,Home,11159.04
313,114,2024-08-04,2023-11-29,Sports,5224.37
314,115,2023-04-18,2023-01-11,Electronics,44727.74
315,115,2023-10-02,2023-01-11,Clothing,2668.53
316,116,2024-06-23,2024-02-21,Beauty,2115.78
317,116,2024-10-21,2024-02-21,Beauty,2153.23
318,116,2024-10-28,2024-02-21,Electronics,34407.17
319,116,2024-12-01,2024-02-21,Electronics,30099.43
320,117,2024-02-19,2023-10-29,Clothing,3217.14
321,117,2024-05-23,2023-10-29,Home,4806.62
322,118,2024-09-11,2024-01-13,Home,9249.48
323,118,2024-10-10,2024-01-13,Beauty,1203.96
324,118,2024-10-22,2024-01-13,Sports,7359.1
325,119,2024-06-02,2023-12-05,Beauty,2299.44
326,120,2023-12-05,2023-10-05,Clothing,4285.55
327,120,2024-01-31,2023-10-05,Home,10751.69
328,120,2024-02-10,2023-10-05,Electronics,34585.16
329,120,2024-03-09,2023-10-05,Sports,8559.81
330,121,2023-10-15,2023-07-09,Sports,8091.52
331,121,2023-10-27,2023-07-09,Sports,3835.41
332,121,2023-11-27,2023-07-09,Home,7372.11
333,121,2024-03-12,2023-07-09,Electronics,46905.06
334,121,2024-05-05,2023-07-09,Clothing,3408.37
335,122,2024-02-24,2023-10-31,Home,10469.66
336,123,2023-12-04,2023-07-03,Electronics,18757.59
337,124,2024-09-02,2024-06-30,Electronics,31665.14
338,124,2024-11-17,2024-06-30,Electronics,40218.7
339,125,2023-12-30,2023-10-27,Beauty,1849.86
340,125,2024-10-18,2023-10-27,Electronics,45565.2
341,126,2023-06-07,2023-01-13,Beauty,1099.58
342,126,2023-09-10,2023-01-13,Beauty,2115.75
343,126,2023-11-02,2023-01-13,Home,8896.15
344,127,2023-08-03,2023-07-08,Beauty,2129.84
345,127,2023-11-14,2023-07-08,Electronics,43729.87
346,128,2023-09-29,2023-03-08,Beauty,1261.26
347,129,2024-01-06,2023-03-17,Electronics,24455.82
348,130,2023-08-20,2023-06-05,Sports,6147.77
349,131,2023-12-21,2023-11-08,Sports,8551.14
350,131,2024-01-07,2023-11-08,Sports,4910.31
351,131,2024-03-14,2023-11-08,Sports,4715.09
352,131,2024-06-08,2023-11-08,Clothing,2393.25
353,131,2024-08-19,2023-11-08,Sports,4149.57
354,132,2024-09-11,2024-01-25,Beauty,1805.27
355,133,2024-08-28,2023-11-01,Beauty,1265.65
356,134,2024-08-26,2023-11-09,Sports,5106.32
357,135,2023-04-22,2023-03-03,Clothing,2673.54
358,135,2024-01-09,2023-03-03,Clothing,2781.6
359,136,2023-11-08,2023-09-28,Clothing,2225.21
360,136,2023-12-17,2023-09-28,Sports,5728.1
361,136,2024-01-28,2023-09-28,Electronics,33026.49
362,136,2024-08-31,2023-09-28,Clothing,2584.27
363,137,2023-07-31,2023-01-03,Beauty,1695.88
364,137,2023-08-21,2023-01-03,Home,9352.18
365,137,2023-11-03,2023-01-03,Electronics,29256.91
366,137,2023-12-21,2023-01-03,Clothing,1828.96
367,138,2024-03-15,2023-10-23,Beauty,1215.63
368,138,2024-10-18,2023-10-23,Electronics,45846.24
369,139,2024-01-10,2023-08-28,Sports,6705.48
370,139,2024-07-13,2023-08-28,Clothing,2009.05
371,140,2024-05-08,2024-03-11,Home,15000.0
372,140,2024-05-26,2024-03-11,Clothing,3589.68
373,140,2024-07-04,2024-03-11,Electronics,32891.38
374,140,2024-12-14,2024-03-11,Electronics,25718.65
375,141,2023-11-23,2023-06-19,Sports,4157.22
376,141,2024-04-18,2023-06-19,Home,5889.4
377,142,2024-05-27,2024-03-25,Beauty,1751.28
378,143,2024-10-31,2023-11-08,Beauty,1483.05
379,144,2023-11-16,2023-10-06,Sports,7986.95
380,144,2024-05-17,2023-10-06,Electronics,41640.88
381,144,2024-06-14,2023-10-06,Beauty,2145.08
382,144,2024-06-18,2023-10-06,Home,11453.2
383,144,2024-07-08,2023-10-06,Sports,5518.63
384,145,2023-09-27,2023-09-14,Clothing,2104.04
385,145,2023-10-30,2023-09-14,Sports,4724.56
386,146,2024-01-01,2023-01-22,Home,11691.42
387,147,2023-05-11,2023-02-11,Beauty,3010.7
388,149,2024-01-12,2023-10-12,Sports,3391.87
389,150,2024-05-07,2024-03-22,Beauty,1287.55
390,150,2024-05-14,2024-03-22,Beauty,2497.16
391,150,2024-06-12,2024-03-22,Home,6481.83
392,150,2024-09-02,2024-03-22,Beauty,1849.61
393,150,2024-09-06,2024-03-22,Sports,4491.66
394,150,2024-09-08,2024-03-22,Electronics,26512.08
395,150,2024-09-16,2024-03-22,Beauty,2179.92
396,150,2024-10-17,2024-03-22,Electronics,26798.43
397,150,2024-11-17,2024-03-22,Home,8631.07
398,150,2024-11-28,2024-03-22,Home,7882.78
399,151,2024-01-26,2023-11-28,Beauty,2390.66
400,152,2024-06-10,2024-06-10,Electronics,33264.12
401,153,2024-01-13,2023-07-12,Beauty,1703.53
402,153,2024-03-23,2023-07-12,Electronics,29384.3
403,153,2024-04-02,2023-07-12,Clothing,3146.24
404,153,2024-05-25,2023-07-12,Home,8484.17
405,154,2023-10-09,2023-05-15,Beauty,1120.53
406,154,2023-12-25,2023-05-15,Electronics,38709.12
407,155,2023-06-01,2023-01-30,Clothing,2326.58
408,155,2023-12-07,2023-01-30,Home,5661.89
409,155,2023-12-18,2023-01-30,Sports,5828.96
410,155,2024-01-28,2023-01-30,Electronics,10245.06
411,156,2024-04-09,2024-02-22,Clothing,2944.79
412,157,2023-12-19,2023-04-27,Electronics,26162.59
413,158,2023-11-03,2023-06-07,Sports,5298.68
414,158,2024-02-17,2023-06-07,Home,5174.3
415,159,2024-10-28,2024-03-01,Clothing,2638.59
416,159,2024-11-03,2024-03-01,Beauty,1898.73
417,160,2023-12-11,2023-05-29,Clothing,3504.72
418,161,2024-08-12,2024-06-04,Electronics,29000.27
419,162,2024-04-01,2023-10-10,Home,9236.21
420,162,2024-05-09,2023-10-10,Electronics,46493.59
421,162,2024-06-25,2023-10-10,Home,2232.83
422,163,2024-08-28,2023-11-02,Sports,4178.09
423,164,2024-07-31,2024-05-16,Home,8866.01
424,164,2024-11-08,2024-05-16,Sports,4473.89
425,164,2024-12-30,2024-05-16,Sports,5532.77
426,165,2024-07-04,2024-01-22,Clothing,2633.24
427,165,2024-09-11,2024-01-22,Clothing,2660.11
428,166,2024-02-19,2024-01-28,Beauty,2220.13
429,166,2024-05-26,2024-01-28,Beauty,1849.31
430,166,2024-07-08,2024-01-28,Beauty,1883.26
431,166,2024-08-25,2024-01-28,Clothing,3045.84
432,167,2024-06-09,2024-05-22,Sports,4754.49
433,167,2024-07-25,2024-05-22,Home,2847.75
434,168,2023-04-20,2023-04-13,Clothing,3020.58
435,168,2023-06-03,2023-04-13,Beauty,2890.75
436,168,2023-11-24,2023-04-13,Clothing,2443.94
437,168,2023-12-02,2023-04-13,Electronics,16336.25
438,168,2024-01-07,2023-04-13,Beauty,1528.35
439,169,2024-03-20,2023-09-29,Beauty,2798.48
440,169,2024-08-13,2023-09-29,Electronics,26689.28
441,170,2024-09-01,2023-12-03,Beauty,2351.61
442,170,2024-11-12,2023-12-03,Home,7488.77
443,172,2023-03-13,2023-02-06,Clothing,2926.71
444,172,2023-12-19,2023-02-06,Home,9798.69
445,173,2023-10-06,2023-08-21,Beauty,2251.87
446,174,2024-02-29,2023-04-11,Electronics,38930.78
447,175,2024-06-23,2024-03-30,Home,9188.55
448,176,2023-02-22,2023-01-30,Electronics,44810.17
449,176,2023-07-15,2023-01-30,Home,8424.35
450,177,2024-07-12,2024-01-03,Beauty,2303.07
451,178,2023-10-02,2023-05-30,Sports,6673.18
452,179,2024-12-11,2024-02-26,Clothing,2107.94
453,180,2023-08-03,2023-06-24,Sports,6134.44
454,180,2023-09-21,2023-06-24,Beauty,2355.76
455,181,2024-05-15,2023-09-04,Sports,7373.36
456,182,2023-09-22,2023-05-27,Beauty,1875.81
457,183,2024-05-10,2023-09-18,Home,10248.98
458,184,2023-06-06,2023-01-10,Sports,6892.79
459,184,2023-09-05,2023-01-10,Clothing,3060.08
460,184,2023-12-22,2023-01-10,Electronics,50265.56
461,185,2024-09-20,2024-03-28,Sports,3777.14
462,186,2024-03-10,2023-11-03,Home,6803.2
463,186,2024-06-07,2023-11-03,Clothing,1415.96
464,186,2024-06-23,2023-11-03,Beauty,3072.56
465,186,2024-09-25,2023-11-03,Beauty,2553.53
466,186,2024-10-21,2023-11-03,Electronics,33518.27
467,187,2024-03-13,2023-08-31,Sports,5676.81
468,188,2024-06-02,2024-01-03,Home,14168.33
469,188,2024-10-23,2024-01-03,Electronics,34948.09
470,188,2024-12-26,2024-01-03,Beauty,2597.56
471,189,2023-10-13,2023-10-09,Electronics,35879.46
472,189,2024-07-24,2023-10-09,Sports,6077.91
473,189,2024-09-24,2023-10-09,Beauty,2304.32
474,190,2024-02-15,2023-10-21,Clothing,1895.18
475,190,2024-04-18,2023-10-21,Clothing,3944.89
476,190,2024-08-26,2023-10-21,Sports,4616.14
477,191,2023-11-02,2023-09-14,Electronics,33218.03
478,191,2023-11-23,2023-09-14,Home,9822.5
479,191,2024-07-31,2023-09-14,Beauty,3715.53
480,191,2024-07-31,2023-09-14,Electronics,38540.92
481,191,2024-08-09,2023-09-14,Sports,4498.27
482,191,2024-08-16,2023-09-14,Home,7688.73
483,191,2024-08-26,2023-09-14,Clothing,3553.25
484,191,2024-08-27,2023-09-14,Electronics,28949.06
485,192,2024-04-14,2023-10-30,Beauty,1525.87
486,193,2023-09-04,2023-06-29,Sports,2862.55
487,193,2023-10-09,2023-06-29,Home,7463.61
488,195,2023-12-30,2023-10-07,Home,9465.66
489,195,2024-02-15,2023-10-07,Home,4493.55
490,195,2024-06-09,2023-10-07,Electronics,31740.3
491,196,2024-06-01,2024-04-24,Clothing,2565.69
492,196,2024-07-05,2024-04-24,Beauty,1981.82
493,197,2024-02-25,2024-01-10,Electronics,40971.81
494,197,2024-07-30,2024-01-10,Home,7633.17
495,198,2024-09-04,2024-07-03,Beauty,3290.19
496,199,2024-12-22,2024-01-13,Home,10628.65
497,200,2024-03-21,2024-01-26,Clothing,2548.33
498,200,2024-08-03,2024-01-26,Beauty,1467.64
499,200,2024-12-17,2024-01-26,Electronics,56302.45
500,201,2024-10-09,2023-12-02,Clothing,2794.41
501,202,2023-10-29,2023-03-06,Home,8462.2
502,202,2024-01-25,2023-03-06,Beauty,2060.98
503,202,2024-02-27,2023-03-06,Electronics,29028.26
504,203,2023-06-16,2023-05-24,Electronics,29260.56
505,204,2024-01-06,2023-11-08,Electronics,27822.0
506,204,2024-07-17,2023-11-08,Clothing,2829.82
507,205,2024-09-11,2024-07-04,Sports,7529.16
508,206,2024-05-23,2024-03-05,Beauty,510.07
